fecha_resultado,n,corte
2020-04-04,835,2020-09-30
2020-04-05,444,2020-09-30
2020-04-06,650,2020-09-30
2020-04-07,1043,2020-09-30
2020-04-08,1084,2020-09-30
2020-04-09,817,2020-09-30
2020-04-10,1038,2020-09-30
2020-04-11,1404,2020-09-30
2020-04-12,738,2020-09-30
2020-04-13,1284,2020-09-30
2020-04-14,1041,2020-09-30
2020-04-15,1384,2020-09-30
2020-04-16,1329,2020-09-30
2020-04-17,1110,2020-09-30
2020-04-18,1413,2020-09-30
2020-04-19,1078,2020-09-30
2020-04-20,2039,2020-09-30
2020-04-21,2172,2020-09-30
2020-04-22,2106,2020-09-30
2020-04-23,2057,2020-09-30
2020-04-24,2239,2020-09-30
2020-04-25,2397,2020-09-30
2020-04-26,1422,2020-09-30
2020-04-27,3400,2020-09-30
2020-04-28,3369,2020-09-30
2020-04-29,4239,2020-09-30
2020-04-30,3373,2020-09-30
2020-05-01,2629,2020-09-30
2020-05-02,3377,2020-09-30
2020-05-03,1922,2020-09-30
2020-05-04,3991,2020-09-30
2020-05-05,3976,2020-09-30
2020-05-06,3635,2020-09-30
2020-05-07,3612,2020-09-30
2020-05-08,3300,2020-09-30
2020-05-09,2470,2020-09-30
2020-05-10,936,2020-09-30
2020-05-11,3601,2020-09-30
2020-05-12,4349,2020-09-30
2020-05-13,4442,2020-09-30
2020-05-14,3739,2020-09-30
2020-05-15,4309,2020-09-30
2020-05-16,4129,2020-09-30
2020-05-17,1785,2020-09-30
2020-05-18,5130,2020-09-30
2020-05-19,5201,2020-09-30
2020-05-20,5295,2020-09-30
2020-05-21,5525,2020-09-30
2020-05-22,6103,2020-09-30
2020-05-23,5406,2020-09-30
2020-05-24,1794,2020-09-30
2020-05-25,6975,2020-09-30
2020-05-26,7003,2020-09-30
2020-05-27,7374,2020-09-30
2020-05-28,6447,2020-09-30
2020-05-29,5752,2020-09-30
2020-05-30,4621,2020-09-30
2020-05-31,2262,2020-09-30
2020-06-01,4275,2020-09-30
2020-06-02,3812,2020-09-30
2020-06-03,2647,2020-09-30
2020-06-04,4092,2020-09-30
2020-06-05,4992,2020-09-30
2020-06-06,4777,2020-09-30
2020-06-07,2643,2020-09-30
2020-06-08,4773,2020-09-30
2020-06-09,5330,2020-09-30
2020-06-10,5749,2020-09-30
2020-06-11,5099,2020-09-30
2020-06-12,4703,2020-09-30
2020-06-13,4508,2020-09-30
2020-06-14,2448,2020-09-30
2020-06-15,4388,2020-09-30
2020-06-16,3416,2020-09-30
2020-06-17,3933,2020-09-30
2020-06-18,3460,2020-09-30
2020-06-19,3521,2020-09-30
2020-06-20,3546,2020-09-30
2020-06-21,1447,2020-09-30
2020-06-22,4376,2020-09-30
2020-06-23,3824,2020-09-30
2020-06-24,4195,2020-09-30
2020-06-25,4233,2020-09-30
2020-06-26,4445,2020-09-30
2020-06-27,3603,2020-09-30
2020-06-28,1616,2020-09-30
2020-06-29,2757,2020-09-30
2020-06-30,3903,2020-09-30
2020-07-01,3756,2020-09-30
2020-07-02,3460,2020-09-30
2020-07-03,4026,2020-09-30
2020-07-04,3546,2020-09-30
2020-07-05,2319,2020-09-30
2020-07-06,3847,2020-09-30
2020-07-07,4145,2020-09-30
2020-07-08,2679,2020-09-30
2020-07-09,2556,2020-09-30
2020-07-10,5030,2020-09-30
2020-07-11,4290,2020-09-30
2020-07-12,2405,2020-09-30
2020-07-13,3199,2020-09-30
2020-07-14,4274,2020-09-30
2020-07-15,4553,2020-09-30
2020-07-16,4651,2020-09-30
2020-07-17,5301,2020-09-30
2020-07-18,5239,2020-09-30
2020-07-19,2339,2020-09-30
2020-07-20,3941,2020-09-30
2020-07-21,4981,2020-09-30
2020-07-22,6132,2020-09-30
2020-07-23,5765,2020-09-30
2020-07-24,6133,2020-09-30
2020-07-25,5814,2020-09-30
2020-07-26,2989,2020-09-30
2020-07-27,7263,2020-09-30
2020-07-28,3123,2020-09-30
2020-07-29,6821,2020-09-30
2020-07-30,7483,2020-09-30
2020-07-31,7914,2020-09-30
2020-08-01,6937,2020-09-30
2020-08-02,3284,2020-09-30
2020-08-03,8119,2020-09-30
2020-08-04,8058,2020-09-30
2020-08-05,7834,2020-09-30
2020-08-06,8988,2020-09-30
2020-08-07,7811,2020-09-30
2020-08-08,7126,2020-09-30
2020-08-09,3655,2020-09-30
2020-08-10,8518,2020-09-30
2020-08-11,9279,2020-09-30
2020-08-12,9633,2020-09-30
2020-08-13,9501,2020-09-30
2020-08-14,10216,2020-09-30
2020-08-15,9287,2020-09-30
2020-08-16,3798,2020-09-30
2020-08-17,9553,2020-09-30
2020-08-18,9196,2020-09-30
2020-08-19,9642,2020-09-30
2020-08-20,10283,2020-09-30
2020-08-21,8812,2020-09-30
2020-08-22,7544,2020-09-30
2020-08-23,1982,2020-09-30
2020-08-24,8492,2020-09-30
2020-08-25,11006,2020-09-30
2020-08-26,8400,2020-09-30
2020-08-27,7686,2020-09-30
2020-08-28,8865,2020-09-30
2020-08-29,6335,2020-09-30
2020-08-30,2288,2020-09-30
2020-08-31,6271,2020-09-30
2020-09-01,6209,2020-09-30
2020-09-02,6293,2020-09-30
2020-09-03,3571,2020-09-30
2020-09-04,9758,2020-09-30
2020-09-05,3747,2020-09-30
2020-09-06,1812,2020-09-30
2020-09-07,6146,2020-09-30
2020-09-08,6528,2020-09-30
2020-09-09,6198,2020-09-30
2020-09-10,3521,2020-09-30
2020-09-11,10341,2020-09-30
2020-09-12,5445,2020-09-30
2020-09-13,1950,2020-09-30
2020-09-14,5754,2020-09-30
2020-09-15,5313,2020-09-30
2020-09-16,5276,2020-09-30
2020-09-17,6182,2020-09-30
2020-09-18,5715,2020-09-30
2020-09-19,4816,2020-09-30
2020-09-20,1600,2020-09-30
2020-09-21,4878,2020-09-30
2020-09-22,5763,2020-09-30
2020-09-23,5605,2020-09-30
2020-09-24,4893,2020-09-30
2020-09-25,4550,2020-09-30
2020-09-26,3547,2020-09-30
2020-09-27,1605,2020-09-30
2020-09-28,1325,2020-09-30
2020-03-06,1,2020-10-19
2020-03-07,5,2020-10-19
2020-03-08,2,2020-10-19
2020-03-09,3,2020-10-19
2020-03-10,1,2020-10-19
2020-03-11,8,2020-10-19
2020-03-12,8,2020-10-19
2020-03-13,10,2020-10-19
2020-03-14,19,2020-10-19
2020-03-15,28,2020-10-19
2020-03-16,20,2020-10-19
2020-03-17,27,2020-10-19
2020-03-18,56,2020-10-19
2020-03-19,62,2020-10-19
2020-03-20,56,2020-10-19
2020-03-21,30,2020-10-19
2020-03-22,39,2020-10-19
2020-03-23,33,2020-10-19
2020-03-24,64,2020-10-19
2020-03-25,100,2020-10-19
2020-03-26,52,2020-10-19
2020-03-27,34,2020-10-19
2020-03-28,136,2020-10-19
2020-03-29,143,2020-10-19
2020-03-30,130,2020-10-19
2020-03-31,250,2020-10-19
2020-04-01,117,2020-10-19
2020-04-02,222,2020-10-19
2020-04-03,293,2020-10-19
2020-04-04,836,2020-10-19
2020-04-05,444,2020-10-19
2020-04-06,650,2020-10-19
2020-04-07,1043,2020-10-19
2020-04-08,1085,2020-10-19
2020-04-09,819,2020-10-19
2020-04-10,1040,2020-10-19
2020-04-11,1404,2020-10-19
2020-04-12,738,2020-10-19
2020-04-13,1284,2020-10-19
2020-04-14,1042,2020-10-19
2020-04-15,1387,2020-10-19
2020-04-16,1329,2020-10-19
2020-04-17,1110,2020-10-19
2020-04-18,1414,2020-10-19
2020-04-19,1078,2020-10-19
2020-04-20,2039,2020-10-19
2020-04-21,2172,2020-10-19
2020-04-22,2106,2020-10-19
2020-04-23,2057,2020-10-19
2020-04-24,2239,2020-10-19
2020-04-25,2397,2020-10-19
2020-04-26,1422,2020-10-19
2020-04-27,3401,2020-10-19
2020-04-28,3369,2020-10-19
2020-04-29,4241,2020-10-19
2020-04-30,3373,2020-10-19
2020-05-01,2629,2020-10-19
2020-05-02,3377,2020-10-19
2020-05-03,1922,2020-10-19
2020-05-04,3991,2020-10-19
2020-05-05,3976,2020-10-19
2020-05-06,3636,2020-10-19
2020-05-07,3613,2020-10-19
2020-05-08,3300,2020-10-19
2020-05-09,2471,2020-10-19
2020-05-10,936,2020-10-19
2020-05-11,3601,2020-10-19
2020-05-12,4351,2020-10-19
2020-05-13,4447,2020-10-19
2020-05-14,3739,2020-10-19
2020-05-15,4312,2020-10-19
2020-05-16,4131,2020-10-19
2020-05-17,1785,2020-10-19
2020-05-18,5130,2020-10-19
2020-05-19,5201,2020-10-19
2020-05-20,5297,2020-10-19
2020-05-21,5525,2020-10-19
2020-05-22,6104,2020-10-19
2020-05-23,5407,2020-10-19
2020-05-24,1794,2020-10-19
2020-05-25,6976,2020-10-19
2020-05-26,7005,2020-10-19
2020-05-27,7374,2020-10-19
2020-05-28,6450,2020-10-19
2020-05-29,5755,2020-10-19
2020-05-30,4624,2020-10-19
2020-05-31,2263,2020-10-19
2020-06-01,4278,2020-10-19
2020-06-02,3819,2020-10-19
2020-06-03,2657,2020-10-19
2020-06-04,4101,2020-10-19
2020-06-05,5000,2020-10-19
2020-06-06,4785,2020-10-19
2020-06-07,2647,2020-10-19
2020-06-08,4776,2020-10-19
2020-06-09,5339,2020-10-19
2020-06-10,5758,2020-10-19
2020-06-11,5106,2020-10-19
2020-06-12,4713,2020-10-19
2020-06-13,4509,2020-10-19
2020-06-14,2448,2020-10-19
2020-06-15,4402,2020-10-19
2020-06-16,3436,2020-10-19
2020-06-17,3968,2020-10-19
2020-06-18,3475,2020-10-19
2020-06-19,3561,2020-10-19
2020-06-20,3569,2020-10-19
2020-06-21,1450,2020-10-19
2020-06-22,4388,2020-10-19
2020-06-23,3833,2020-10-19
2020-06-24,4207,2020-10-19
2020-06-25,4248,2020-10-19
2020-06-26,4465,2020-10-19
2020-06-27,3607,2020-10-19
2020-06-28,1618,2020-10-19
2020-06-29,2782,2020-10-19
2020-06-30,3913,2020-10-19
2020-07-01,3774,2020-10-19
2020-07-02,3495,2020-10-19
2020-07-03,4037,2020-10-19
2020-07-04,3582,2020-10-19
2020-07-05,2322,2020-10-19
2020-07-06,3876,2020-10-19
2020-07-07,4164,2020-10-19
2020-07-08,2710,2020-10-19
2020-07-09,2577,2020-10-19
2020-07-10,5060,2020-10-19
2020-07-11,4318,2020-10-19
2020-07-12,2410,2020-10-19
2020-07-13,3243,2020-10-19
2020-07-14,4303,2020-10-19
2020-07-15,4582,2020-10-19
2020-07-16,4675,2020-10-19
2020-07-17,5329,2020-10-19
2020-07-18,5244,2020-10-19
2020-07-19,2347,2020-10-19
2020-07-20,4109,2020-10-19
2020-07-21,5036,2020-10-19
2020-07-22,6195,2020-10-19
2020-07-23,5771,2020-10-19
2020-07-24,6144,2020-10-19
2020-07-25,5824,2020-10-19
2020-07-26,2997,2020-10-19
2020-07-27,7303,2020-10-19
2020-07-28,3127,2020-10-19
2020-07-29,6868,2020-10-19
2020-07-30,7522,2020-10-19
2020-07-31,7959,2020-10-19
2020-08-01,6958,2020-10-19
2020-08-02,3296,2020-10-19
2020-08-03,8171,2020-10-19
2020-08-04,8089,2020-10-19
2020-08-05,7865,2020-10-19
2020-08-06,9044,2020-10-19
2020-08-07,7880,2020-10-19
2020-08-08,7151,2020-10-19
2020-08-09,3663,2020-10-19
2020-08-10,8557,2020-10-19
2020-08-11,9318,2020-10-19
2020-08-12,9699,2020-10-19
2020-08-13,9580,2020-10-19
2020-08-14,10368,2020-10-19
2020-08-15,9373,2020-10-19
2020-08-16,3819,2020-10-19
2020-08-17,9631,2020-10-19
2020-08-18,9277,2020-10-19
2020-08-19,9676,2020-10-19
2020-08-20,10346,2020-10-19
2020-08-21,8862,2020-10-19
2020-08-22,7599,2020-10-19
2020-08-23,2008,2020-10-19
2020-08-24,8554,2020-10-19
2020-08-25,11057,2020-10-19
2020-08-26,8461,2020-10-19
2020-08-27,7898,2020-10-19
2020-08-28,9032,2020-10-19
2020-08-29,6391,2020-10-19
2020-08-30,2332,2020-10-19
2020-08-31,6374,2020-10-19
2020-09-01,6304,2020-10-19
2020-09-02,6397,2020-10-19
2020-09-03,3689,2020-10-19
2020-09-04,9929,2020-10-19
2020-09-05,3845,2020-10-19
2020-09-06,1856,2020-10-19
2020-09-07,6257,2020-10-19
2020-09-08,6661,2020-10-19
2020-09-09,6319,2020-10-19
2020-09-10,3752,2020-10-19
2020-09-11,10628,2020-10-19
2020-09-12,5626,2020-10-19
2020-09-13,2006,2020-10-19
2020-09-14,5945,2020-10-19
2020-09-15,5514,2020-10-19
2020-09-16,5521,2020-10-19
2020-09-17,6467,2020-10-19
2020-09-18,6316,2020-10-19
2020-09-19,5328,2020-10-19
2020-09-20,1718,2020-10-19
2020-09-21,5118,2020-10-19
2020-09-22,6073,2020-10-19
2020-09-23,5897,2020-10-19
2020-09-24,5743,2020-10-19
2020-09-25,5588,2020-10-19
2020-09-26,4559,2020-10-19
2020-09-27,1828,2020-10-19
2020-09-28,2312,2020-10-19
2020-09-29,2633,2020-10-19
2020-09-30,2928,2020-10-19
2020-10-01,2564,2020-10-19
2020-10-02,2990,2020-10-19
2020-10-03,2317,2020-10-19
2020-10-04,1093,2020-10-19
2020-10-05,2343,2020-10-19
2020-10-06,2568,2020-10-19
2020-10-07,2732,2020-10-19
2020-10-08,2959,2020-10-19
2020-10-09,3240,2020-10-19
2020-10-10,2096,2020-10-19
2020-10-11,1169,2020-10-19
2020-10-12,2256,2020-10-19
2020-10-13,2616,2020-10-19
2020-10-14,2116,2020-10-19
2020-10-15,1913,2020-10-19
2020-10-16,1140,2020-10-19
2020-03-06,1,2020-10-29
2020-03-07,5,2020-10-29
2020-03-08,2,2020-10-29
2020-03-09,3,2020-10-29
2020-03-10,1,2020-10-29
2020-03-11,8,2020-10-29
2020-03-12,8,2020-10-29
2020-03-13,10,2020-10-29
2020-03-14,19,2020-10-29
2020-03-15,28,2020-10-29
2020-03-16,20,2020-10-29
2020-03-17,27,2020-10-29
2020-03-18,56,2020-10-29
2020-03-19,62,2020-10-29
2020-03-20,56,2020-10-29
2020-03-21,30,2020-10-29
2020-03-22,39,2020-10-29
2020-03-23,33,2020-10-29
2020-03-24,64,2020-10-29
2020-03-25,100,2020-10-29
2020-03-26,52,2020-10-29
2020-03-27,34,2020-10-29
2020-03-28,136,2020-10-29
2020-03-29,143,2020-10-29
2020-03-30,130,2020-10-29
2020-03-31,250,2020-10-29
2020-04-01,117,2020-10-29
2020-04-02,222,2020-10-29
2020-04-03,293,2020-10-29
2020-04-04,836,2020-10-29
2020-04-05,444,2020-10-29
2020-04-06,650,2020-10-29
2020-04-07,1043,2020-10-29
2020-04-08,1085,2020-10-29
2020-04-09,819,2020-10-29
2020-04-10,1040,2020-10-29
2020-04-11,1406,2020-10-29
2020-04-12,738,2020-10-29
2020-04-13,1285,2020-10-29
2020-04-14,1043,2020-10-29
2020-04-15,1387,2020-10-29
2020-04-16,1329,2020-10-29
2020-04-17,1110,2020-10-29
2020-04-18,1416,2020-10-29
2020-04-19,1078,2020-10-29
2020-04-20,2039,2020-10-29
2020-04-21,2173,2020-10-29
2020-04-22,2106,2020-10-29
2020-04-23,2057,2020-10-29
2020-04-24,2240,2020-10-29
2020-04-25,2398,2020-10-29
2020-04-26,1422,2020-10-29
2020-04-27,3401,2020-10-29
2020-04-28,3370,2020-10-29
2020-04-29,4241,2020-10-29
2020-04-30,3373,2020-10-29
2020-05-01,2629,2020-10-29
2020-05-02,3377,2020-10-29
2020-05-03,1922,2020-10-29
2020-05-04,3993,2020-10-29
2020-05-05,3978,2020-10-29
2020-05-06,3638,2020-10-29
2020-05-07,3613,2020-10-29
2020-05-08,3300,2020-10-29
2020-05-09,2472,2020-10-29
2020-05-10,936,2020-10-29
2020-05-11,3601,2020-10-29
2020-05-12,4351,2020-10-29
2020-05-13,4447,2020-10-29
2020-05-14,3739,2020-10-29
2020-05-15,4312,2020-10-29
2020-05-16,4131,2020-10-29
2020-05-17,1785,2020-10-29
2020-05-18,5130,2020-10-29
2020-05-19,5202,2020-10-29
2020-05-20,5298,2020-10-29
2020-05-21,5525,2020-10-29
2020-05-22,6105,2020-10-29
2020-05-23,5409,2020-10-29
2020-05-24,1794,2020-10-29
2020-05-25,6976,2020-10-29
2020-05-26,7005,2020-10-29
2020-05-27,7374,2020-10-29
2020-05-28,6452,2020-10-29
2020-05-29,5756,2020-10-29
2020-05-30,4626,2020-10-29
2020-05-31,2263,2020-10-29
2020-06-01,4282,2020-10-29
2020-06-02,3820,2020-10-29
2020-06-03,2658,2020-10-29
2020-06-04,4108,2020-10-29
2020-06-05,5014,2020-10-29
2020-06-06,4791,2020-10-29
2020-06-07,2648,2020-10-29
2020-06-08,4777,2020-10-29
2020-06-09,5343,2020-10-29
2020-06-10,5763,2020-10-29
2020-06-11,5111,2020-10-29
2020-06-12,4715,2020-10-29
2020-06-13,4512,2020-10-29
2020-06-14,2450,2020-10-29
2020-06-15,4403,2020-10-29
2020-06-16,3439,2020-10-29
2020-06-17,3991,2020-10-29
2020-06-18,3477,2020-10-29
2020-06-19,3571,2020-10-29
2020-06-20,3575,2020-10-29
2020-06-21,1450,2020-10-29
2020-06-22,4390,2020-10-29
2020-06-23,3835,2020-10-29
2020-06-24,4219,2020-10-29
2020-06-25,4267,2020-10-29
2020-06-26,4489,2020-10-29
2020-06-27,3616,2020-10-29
2020-06-28,1619,2020-10-29
2020-06-29,2782,2020-10-29
2020-06-30,3916,2020-10-29
2020-07-01,3783,2020-10-29
2020-07-02,3527,2020-10-29
2020-07-03,4048,2020-10-29
2020-07-04,3583,2020-10-29
2020-07-05,2330,2020-10-29
2020-07-06,3881,2020-10-29
2020-07-07,4207,2020-10-29
2020-07-08,2728,2020-10-29
2020-07-09,2591,2020-10-29
2020-07-10,5089,2020-10-29
2020-07-11,4337,2020-10-29
2020-07-12,2422,2020-10-29
2020-07-13,3263,2020-10-29
2020-07-14,4336,2020-10-29
2020-07-15,4588,2020-10-29
2020-07-16,4681,2020-10-29
2020-07-17,5340,2020-10-29
2020-07-18,5256,2020-10-29
2020-07-19,2348,2020-10-29
2020-07-20,4133,2020-10-29
2020-07-21,5075,2020-10-29
2020-07-22,6219,2020-10-29
2020-07-23,5792,2020-10-29
2020-07-24,6158,2020-10-29
2020-07-25,5829,2020-10-29
2020-07-26,3001,2020-10-29
2020-07-27,7309,2020-10-29
2020-07-28,3130,2020-10-29
2020-07-29,6872,2020-10-29
2020-07-30,7531,2020-10-29
2020-07-31,7977,2020-10-29
2020-08-01,6976,2020-10-29
2020-08-02,3298,2020-10-29
2020-08-03,8179,2020-10-29
2020-08-04,8094,2020-10-29
2020-08-05,7870,2020-10-29
2020-08-06,9054,2020-10-29
2020-08-07,7903,2020-10-29
2020-08-08,7156,2020-10-29
2020-08-09,3663,2020-10-29
2020-08-10,8561,2020-10-29
2020-08-11,9331,2020-10-29
2020-08-12,9712,2020-10-29
2020-08-13,9592,2020-10-29
2020-08-14,10383,2020-10-29
2020-08-15,9422,2020-10-29
2020-08-16,3834,2020-10-29
2020-08-17,9657,2020-10-29
2020-08-18,9298,2020-10-29
2020-08-19,9734,2020-10-29
2020-08-20,10365,2020-10-29
2020-08-21,8901,2020-10-29
2020-08-22,7609,2020-10-29
2020-08-23,2012,2020-10-29
2020-08-24,8571,2020-10-29
2020-08-25,11099,2020-10-29
2020-08-26,8470,2020-10-29
2020-08-27,7956,2020-10-29
2020-08-28,9079,2020-10-29
2020-08-29,6413,2020-10-29
2020-08-30,2335,2020-10-29
2020-08-31,6421,2020-10-29
2020-09-01,6339,2020-10-29
2020-09-02,6429,2020-10-29
2020-09-03,3730,2020-10-29
2020-09-04,9978,2020-10-29
2020-09-05,3987,2020-10-29
2020-09-06,1864,2020-10-29
2020-09-07,6290,2020-10-29
2020-09-08,6712,2020-10-29
2020-09-09,6353,2020-10-29
2020-09-10,3814,2020-10-29
2020-09-11,10681,2020-10-29
2020-09-12,5700,2020-10-29
2020-09-13,2010,2020-10-29
2020-09-14,5994,2020-10-29
2020-09-15,5537,2020-10-29
2020-09-16,5591,2020-10-29
2020-09-17,6510,2020-10-29
2020-09-18,6331,2020-10-29
2020-09-19,5362,2020-10-29
2020-09-20,1723,2020-10-29
2020-09-21,5137,2020-10-29
2020-09-22,6169,2020-10-29
2020-09-23,5943,2020-10-29
2020-09-24,5814,2020-10-29
2020-09-25,5644,2020-10-29
2020-09-26,4828,2020-10-29
2020-09-27,1842,2020-10-29
2020-09-28,2335,2020-10-29
2020-09-29,2685,2020-10-29
2020-09-30,2980,2020-10-29
2020-10-01,2666,2020-10-29
2020-10-02,3099,2020-10-29
2020-10-03,2413,2020-10-29
2020-10-04,1162,2020-10-29
2020-10-05,2480,2020-10-29
2020-10-06,2660,2020-10-29
2020-10-07,2935,2020-10-29
2020-10-08,3136,2020-10-29
2020-10-09,3465,2020-10-29
2020-10-10,2311,2020-10-29
2020-10-11,1283,2020-10-29
2020-10-12,2602,2020-10-29
2020-10-13,3037,2020-10-29
2020-10-14,2624,2020-10-29
2020-10-15,2639,2020-10-29
2020-10-16,3404,2020-10-29
2020-10-17,2137,2020-10-29
2020-10-18,1150,2020-10-29
2020-10-19,2482,2020-10-29
2020-10-20,2685,2020-10-29
2020-10-21,2635,2020-10-29
2020-10-22,2311,2020-10-29
2020-10-23,2334,2020-10-29
2020-10-24,1666,2020-10-29
2020-10-25,787,2020-10-29
2020-10-26,1687,2020-10-29
2020-10-27,866,2020-10-29
2020-03-06,1,2020-11-09
2020-03-07,5,2020-11-09
2020-03-08,2,2020-11-09
2020-03-09,3,2020-11-09
2020-03-10,1,2020-11-09
2020-03-11,8,2020-11-09
2020-03-12,8,2020-11-09
2020-03-13,10,2020-11-09
2020-03-14,19,2020-11-09
2020-03-15,28,2020-11-09
2020-03-16,20,2020-11-09
2020-03-17,27,2020-11-09
2020-03-18,56,2020-11-09
2020-03-19,62,2020-11-09
2020-03-20,56,2020-11-09
2020-03-21,30,2020-11-09
2020-03-22,39,2020-11-09
2020-03-23,33,2020-11-09
2020-03-24,64,2020-11-09
2020-03-25,100,2020-11-09
2020-03-26,52,2020-11-09
2020-03-27,34,2020-11-09
2020-03-28,136,2020-11-09
2020-03-29,143,2020-11-09
2020-03-30,130,2020-11-09
2020-03-31,250,2020-11-09
2020-04-01,117,2020-11-09
2020-04-02,222,2020-11-09
2020-04-03,293,2020-11-09
2020-04-04,836,2020-11-09
2020-04-05,444,2020-11-09
2020-04-06,650,2020-11-09
2020-04-07,1043,2020-11-09
2020-04-08,1085,2020-11-09
2020-04-09,819,2020-11-09
2020-04-10,1040,2020-11-09
2020-04-11,1408,2020-11-09
2020-04-12,745,2020-11-09
2020-04-13,1295,2020-11-09
2020-04-14,1056,2020-11-09
2020-04-15,1401,2020-11-09
2020-04-16,1341,2020-11-09
2020-04-17,1129,2020-11-09
2020-04-18,1426,2020-11-09
2020-04-19,1078,2020-11-09
2020-04-20,2039,2020-11-09
2020-04-21,2174,2020-11-09
2020-04-22,2106,2020-11-09
2020-04-23,2057,2020-11-09
2020-04-24,2240,2020-11-09
2020-04-25,2399,2020-11-09
2020-04-26,1422,2020-11-09
2020-04-27,3401,2020-11-09
2020-04-28,3371,2020-11-09
2020-04-29,4241,2020-11-09
2020-04-30,3373,2020-11-09
2020-05-01,2629,2020-11-09
2020-05-02,3377,2020-11-09
2020-05-03,1922,2020-11-09
2020-05-04,3994,2020-11-09
