fecha_resultado,n,corte
2020-05-05,3978,2020-11-09
2020-05-06,3639,2020-11-09
2020-05-07,3613,2020-11-09
2020-05-08,3301,2020-11-09
2020-05-09,2472,2020-11-09
2020-05-10,936,2020-11-09
2020-05-11,3601,2020-11-09
2020-05-12,4351,2020-11-09
2020-05-13,4448,2020-11-09
2020-05-14,3739,2020-11-09
2020-05-15,4313,2020-11-09
2020-05-16,4131,2020-11-09
2020-05-17,1785,2020-11-09
2020-05-18,5131,2020-11-09
2020-05-19,5203,2020-11-09
2020-05-20,5299,2020-11-09
2020-05-21,5525,2020-11-09
2020-05-22,6106,2020-11-09
2020-05-23,5411,2020-11-09
2020-05-24,1794,2020-11-09
2020-05-25,6977,2020-11-09
2020-05-26,7005,2020-11-09
2020-05-27,7375,2020-11-09
2020-05-28,6457,2020-11-09
2020-05-29,5757,2020-11-09
2020-05-30,4627,2020-11-09
2020-05-31,2266,2020-11-09
2020-06-01,4282,2020-11-09
2020-06-02,3823,2020-11-09
2020-06-03,2660,2020-11-09
2020-06-04,4113,2020-11-09
2020-06-05,5034,2020-11-09
2020-06-06,4796,2020-11-09
2020-06-07,2648,2020-11-09
2020-06-08,4777,2020-11-09
2020-06-09,5353,2020-11-09
2020-06-10,5764,2020-11-09
2020-06-11,6849,2020-11-09
2020-06-12,4716,2020-11-09
2020-06-13,4514,2020-11-09
2020-06-14,2456,2020-11-09
2020-06-15,4405,2020-11-09
2020-06-16,3450,2020-11-09
2020-06-17,4002,2020-11-09
2020-06-18,3496,2020-11-09
2020-06-19,3585,2020-11-09
2020-06-20,3580,2020-11-09
2020-06-21,1451,2020-11-09
2020-06-22,4411,2020-11-09
2020-06-23,3848,2020-11-09
2020-06-24,4229,2020-11-09
2020-06-25,4279,2020-11-09
2020-06-26,4496,2020-11-09
2020-06-27,3623,2020-11-09
2020-06-28,1620,2020-11-09
2020-06-29,2782,2020-11-09
2020-06-30,3917,2020-11-09
2020-07-01,3787,2020-11-09
2020-07-02,3532,2020-11-09
2020-07-03,4065,2020-11-09
2020-07-04,3602,2020-11-09
2020-07-05,2348,2020-11-09
2020-07-06,3902,2020-11-09
2020-07-07,4229,2020-11-09
2020-07-08,2745,2020-11-09
2020-07-09,2607,2020-11-09
2020-07-10,5095,2020-11-09
2020-07-11,4347,2020-11-09
2020-07-12,2424,2020-11-09
2020-07-13,3289,2020-11-09
2020-07-14,4351,2020-11-09
2020-07-15,4604,2020-11-09
2020-07-16,4691,2020-11-09
2020-07-17,5356,2020-11-09
2020-07-18,5275,2020-11-09
2020-07-19,2351,2020-11-09
2020-07-20,4140,2020-11-09
2020-07-21,5145,2020-11-09
2020-07-22,6265,2020-11-09
2020-07-23,5796,2020-11-09
2020-07-24,6166,2020-11-09
2020-07-25,5833,2020-11-09
2020-07-26,3002,2020-11-09
2020-07-27,7316,2020-11-09
2020-07-28,3131,2020-11-09
2020-07-29,6873,2020-11-09
2020-07-30,7548,2020-11-09
2020-07-31,7990,2020-11-09
2020-08-01,7007,2020-11-09
2020-08-02,3313,2020-11-09
2020-08-03,8201,2020-11-09
2020-08-04,8106,2020-11-09
2020-08-05,7872,2020-11-09
2020-08-06,9059,2020-11-09
2020-08-07,7920,2020-11-09
2020-08-08,7159,2020-11-09
2020-08-09,3693,2020-11-09
2020-08-10,8572,2020-11-09
2020-08-11,9340,2020-11-09
2020-08-12,9720,2020-11-09
2020-08-13,9605,2020-11-09
2020-08-14,10397,2020-11-09
2020-08-15,9428,2020-11-09
2020-08-16,3834,2020-11-09
2020-08-17,9667,2020-11-09
2020-08-18,9318,2020-11-09
2020-08-19,9748,2020-11-09
2020-08-20,10379,2020-11-09
2020-08-21,8908,2020-11-09
2020-08-22,7628,2020-11-09
2020-08-23,2013,2020-11-09
2020-08-24,8584,2020-11-09
2020-08-25,11119,2020-11-09
2020-08-26,8517,2020-11-09
2020-08-27,7964,2020-11-09
2020-08-28,9098,2020-11-09
2020-08-29,6452,2020-11-09
2020-08-30,2348,2020-11-09
2020-08-31,6442,2020-11-09
2020-09-01,6359,2020-11-09
2020-09-02,6462,2020-11-09
2020-09-03,3744,2020-11-09
2020-09-04,10024,2020-11-09
2020-09-05,4032,2020-11-09
2020-09-06,1874,2020-11-09
2020-09-07,6313,2020-11-09
2020-09-08,6721,2020-11-09
2020-09-09,6404,2020-11-09
2020-09-10,3849,2020-11-09
2020-09-11,10716,2020-11-09
2020-09-12,5741,2020-11-09
2020-09-13,2018,2020-11-09
2020-09-14,6018,2020-11-09
2020-09-15,5548,2020-11-09
2020-09-16,5616,2020-11-09
2020-09-17,6532,2020-11-09
2020-09-18,6354,2020-11-09
2020-09-19,5374,2020-11-09
2020-09-20,1729,2020-11-09
2020-09-21,5175,2020-11-09
2020-09-22,6197,2020-11-09
2020-09-23,5965,2020-11-09
2020-09-24,5832,2020-11-09
2020-09-25,5690,2020-11-09
2020-09-26,4886,2020-11-09
2020-09-27,1889,2020-11-09
2020-09-28,2360,2020-11-09
2020-09-29,2750,2020-11-09
2020-09-30,3027,2020-11-09
2020-10-01,2722,2020-11-09
2020-10-02,3164,2020-11-09
2020-10-03,2443,2020-11-09
2020-10-04,1187,2020-11-09
2020-10-05,2514,2020-11-09
2020-10-06,2722,2020-11-09
2020-10-07,2986,2020-11-09
2020-10-08,3179,2020-11-09
2020-10-09,3525,2020-11-09
2020-10-10,2348,2020-11-09
2020-10-11,1329,2020-11-09
2020-10-12,3093,2020-11-09
2020-10-13,3443,2020-11-09
2020-10-14,2929,2020-11-09
2020-10-15,2850,2020-11-09
2020-10-16,3651,2020-11-09
2020-10-17,2249,2020-11-09
2020-10-18,1185,2020-11-09
2020-10-19,2621,2020-11-09
2020-10-20,2911,2020-11-09
2020-10-21,2989,2020-11-09
2020-10-22,2544,2020-11-09
2020-10-23,2631,2020-11-09
2020-10-24,1964,2020-11-09
2020-10-25,927,2020-11-09
2020-10-26,2211,2020-11-09
2020-10-27,2348,2020-11-09
2020-10-28,1962,2020-11-09
2020-10-29,2321,2020-11-09
2020-10-30,2118,2020-11-09
2020-10-31,1999,2020-11-09
2020-11-01,784,2020-11-09
2020-11-02,1793,2020-11-09
2020-11-03,2012,2020-11-09
2020-11-04,2079,2020-11-09
2020-11-05,1716,2020-11-09
2020-11-07,780,2020-11-09
2020-03-06,1,2020-11-16
2020-03-07,5,2020-11-16
2020-03-08,2,2020-11-16
2020-03-09,3,2020-11-16
2020-03-10,1,2020-11-16
2020-03-11,8,2020-11-16
2020-03-12,8,2020-11-16
2020-03-13,10,2020-11-16
2020-03-14,19,2020-11-16
2020-03-15,28,2020-11-16
2020-03-16,20,2020-11-16
2020-03-17,27,2020-11-16
2020-03-18,56,2020-11-16
2020-03-19,62,2020-11-16
2020-03-20,56,2020-11-16
2020-03-21,30,2020-11-16
2020-03-22,39,2020-11-16
2020-03-23,33,2020-11-16
2020-03-24,64,2020-11-16
2020-03-25,100,2020-11-16
2020-03-26,52,2020-11-16
2020-03-27,34,2020-11-16
2020-03-28,136,2020-11-16
2020-03-29,143,2020-11-16
2020-03-30,130,2020-11-16
2020-03-31,250,2020-11-16
2020-04-01,117,2020-11-16
2020-04-02,222,2020-11-16
2020-04-03,293,2020-11-16
2020-04-04,837,2020-11-16
2020-04-05,445,2020-11-16
2020-04-06,650,2020-11-16
2020-04-07,1043,2020-11-16
2020-04-08,1085,2020-11-16
2020-04-09,819,2020-11-16
2020-04-10,1040,2020-11-16
2020-04-11,1408,2020-11-16
2020-04-12,745,2020-11-16
2020-04-13,1295,2020-11-16
2020-04-14,1056,2020-11-16
2020-04-15,1401,2020-11-16
2020-04-16,1341,2020-11-16
2020-04-17,1129,2020-11-16
2020-04-18,1427,2020-11-16
2020-04-19,1094,2020-11-16
2020-04-20,2059,2020-11-16
2020-04-21,2190,2020-11-16
2020-04-22,2106,2020-11-16
2020-04-23,2057,2020-11-16
2020-04-24,2240,2020-11-16
2020-04-25,2399,2020-11-16
2020-04-26,1422,2020-11-16
2020-04-27,3401,2020-11-16
2020-04-28,3371,2020-11-16
2020-04-29,4241,2020-11-16
2020-04-30,3373,2020-11-16
2020-05-01,2629,2020-11-16
2020-05-02,3377,2020-11-16
2020-05-03,1923,2020-11-16
2020-05-04,3997,2020-11-16
2020-05-05,3982,2020-11-16
2020-05-06,3639,2020-11-16
2020-05-07,3614,2020-11-16
2020-05-08,3301,2020-11-16
2020-05-09,2472,2020-11-16
2020-05-10,936,2020-11-16
2020-05-11,3601,2020-11-16
2020-05-12,4351,2020-11-16
2020-05-13,4448,2020-11-16
2020-05-14,3739,2020-11-16
2020-05-15,4313,2020-11-16
2020-05-16,4132,2020-11-16
2020-05-17,1785,2020-11-16
2020-05-18,5131,2020-11-16
2020-05-19,5203,2020-11-16
2020-05-20,5299,2020-11-16
2020-05-21,5525,2020-11-16
2020-05-22,6107,2020-11-16
2020-05-23,5411,2020-11-16
2020-05-24,1794,2020-11-16
2020-05-25,6979,2020-11-16
2020-05-26,7005,2020-11-16
2020-05-27,7375,2020-11-16
2020-05-28,6458,2020-11-16
2020-05-29,5757,2020-11-16
2020-05-30,4627,2020-11-16
2020-05-31,2266,2020-11-16
2020-06-01,4282,2020-11-16
2020-06-02,3823,2020-11-16
2020-06-03,2660,2020-11-16
2020-06-04,4113,2020-11-16
2020-06-05,5035,2020-11-16
2020-06-06,4796,2020-11-16
2020-06-07,2649,2020-11-16
2020-06-08,4777,2020-11-16
2020-06-09,5355,2020-11-16
2020-06-10,5765,2020-11-16
2020-06-11,7172,2020-11-16
2020-06-12,4717,2020-11-16
2020-06-13,4515,2020-11-16
2020-06-14,2456,2020-11-16
2020-06-15,4411,2020-11-16
2020-06-16,3455,2020-11-16
2020-06-17,4002,2020-11-16
2020-06-18,3500,2020-11-16
2020-06-19,3606,2020-11-16
2020-06-20,3593,2020-11-16
2020-06-21,1470,2020-11-16
2020-06-22,4430,2020-11-16
2020-06-23,3848,2020-11-16
2020-06-24,4229,2020-11-16
2020-06-25,4280,2020-11-16
2020-06-26,4502,2020-11-16
2020-06-27,3649,2020-11-16
2020-06-28,1622,2020-11-16
2020-06-29,2785,2020-11-16
2020-06-30,3934,2020-11-16
2020-07-01,3799,2020-11-16
2020-07-02,3559,2020-11-16
2020-07-03,4079,2020-11-16
2020-07-04,3611,2020-11-16
2020-07-05,2355,2020-11-16
2020-07-06,3916,2020-11-16
2020-07-07,4231,2020-11-16
2020-07-08,2752,2020-11-16
2020-07-09,2613,2020-11-16
2020-07-10,5098,2020-11-16
2020-07-11,4351,2020-11-16
2020-07-12,2426,2020-11-16
2020-07-13,3291,2020-11-16
2020-07-14,4352,2020-11-16
2020-07-15,4606,2020-11-16
2020-07-16,4700,2020-11-16
2020-07-17,5357,2020-11-16
2020-07-18,5277,2020-11-16
2020-07-19,2351,2020-11-16
2020-07-20,4142,2020-11-16
2020-07-21,5150,2020-11-16
2020-07-22,6266,2020-11-16
2020-07-23,5800,2020-11-16
2020-07-24,6166,2020-11-16
2020-07-25,5836,2020-11-16
2020-07-26,3002,2020-11-16
2020-07-27,7319,2020-11-16
2020-07-28,3131,2020-11-16
2020-07-29,6875,2020-11-16
2020-07-30,7567,2020-11-16
2020-07-31,8020,2020-11-16
2020-08-01,7057,2020-11-16
2020-08-02,3350,2020-11-16
2020-08-03,8205,2020-11-16
2020-08-04,8125,2020-11-16
2020-08-05,7873,2020-11-16
2020-08-06,9060,2020-11-16
2020-08-07,7932,2020-11-16
2020-08-08,7166,2020-11-16
2020-08-09,3693,2020-11-16
2020-08-10,8572,2020-11-16
2020-08-11,9362,2020-11-16
2020-08-12,9736,2020-11-16
2020-08-13,9607,2020-11-16
2020-08-14,10427,2020-11-16
2020-08-15,9431,2020-11-16
2020-08-16,3864,2020-11-16
2020-08-17,9686,2020-11-16
2020-08-18,9336,2020-11-16
2020-08-19,9772,2020-11-16
2020-08-20,10417,2020-11-16
2020-08-21,8921,2020-11-16
2020-08-22,7633,2020-11-16
2020-08-23,2014,2020-11-16
2020-08-24,8628,2020-11-16
2020-08-25,11130,2020-11-16
2020-08-26,8528,2020-11-16
2020-08-27,7979,2020-11-16
2020-08-28,9112,2020-11-16
2020-08-29,6452,2020-11-16
2020-08-30,2348,2020-11-16
2020-08-31,6448,2020-11-16
2020-09-01,6360,2020-11-16
2020-09-02,6469,2020-11-16
2020-09-03,3753,2020-11-16
2020-09-04,10054,2020-11-16
2020-09-05,4039,2020-11-16
2020-09-06,1874,2020-11-16
2020-09-07,6326,2020-11-16
2020-09-08,6765,2020-11-16
2020-09-09,6408,2020-11-16
2020-09-10,3879,2020-11-16
2020-09-11,10744,2020-11-16
2020-09-12,5756,2020-11-16
2020-09-13,2020,2020-11-16
2020-09-14,6044,2020-11-16
2020-09-15,5554,2020-11-16
2020-09-16,5628,2020-11-16
2020-09-17,6547,2020-11-16
2020-09-18,6372,2020-11-16
2020-09-19,5385,2020-11-16
2020-09-20,1732,2020-11-16
2020-09-21,5197,2020-11-16
2020-09-22,6206,2020-11-16
2020-09-23,5977,2020-11-16
2020-09-24,5841,2020-11-16
2020-09-25,5694,2020-11-16
2020-09-26,4897,2020-11-16
2020-09-27,1891,2020-11-16
2020-09-28,2371,2020-11-16
2020-09-29,2824,2020-11-16
2020-09-30,3037,2020-11-16
2020-10-01,2737,2020-11-16
2020-10-02,3189,2020-11-16
2020-10-03,2447,2020-11-16
2020-10-04,1189,2020-11-16
2020-10-05,2534,2020-11-16
2020-10-06,2758,2020-11-16
2020-10-07,3013,2020-11-16
2020-10-08,3196,2020-11-16
2020-10-09,3578,2020-11-16
2020-10-10,2483,2020-11-16
2020-10-11,1338,2020-11-16
2020-10-12,3217,2020-11-16
2020-10-13,3680,2020-11-16
2020-10-14,3009,2020-11-16
2020-10-15,2892,2020-11-16
2020-10-16,3695,2020-11-16
2020-10-17,2299,2020-11-16
2020-10-18,1216,2020-11-16
2020-10-19,2706,2020-11-16
2020-10-20,2960,2020-11-16
2020-10-21,3068,2020-11-16
2020-10-22,2624,2020-11-16
2020-10-23,2711,2020-11-16
2020-10-24,1993,2020-11-16
2020-10-25,934,2020-11-16
2020-10-26,2262,2020-11-16
2020-10-27,2394,2020-11-16
2020-10-28,2002,2020-11-16
2020-10-29,2369,2020-11-16
2020-10-30,2273,2020-11-16
2020-10-31,2068,2020-11-16
2020-11-01,825,2020-11-16
2020-11-02,1898,2020-11-16
2020-11-03,2114,2020-11-16
2020-11-04,2198,2020-11-16
2020-11-05,1923,2020-11-16
2020-11-07,1476,2020-11-16
2020-11-08,886,2020-11-16
2020-11-09,1817,2020-11-16
2020-11-10,1741,2020-11-16
2020-11-11,1622,2020-11-16
2020-11-12,1585,2020-11-16
2020-11-13,1637,2020-11-16
2020-11-14,719,2020-11-16
2020-03-06,1,2020-11-23
2020-03-07,5,2020-11-23
2020-03-08,2,2020-11-23
2020-03-09,3,2020-11-23
2020-03-10,1,2020-11-23
2020-03-11,8,2020-11-23
2020-03-12,8,2020-11-23
2020-03-13,10,2020-11-23
2020-03-14,19,2020-11-23
2020-03-15,28,2020-11-23
2020-03-16,20,2020-11-23
2020-03-17,27,2020-11-23
2020-03-18,56,2020-11-23
2020-03-19,62,2020-11-23
2020-03-20,56,2020-11-23
2020-03-21,30,2020-11-23
2020-03-22,39,2020-11-23
2020-03-23,33,2020-11-23
2020-03-24,64,2020-11-23
2020-03-25,100,2020-11-23
2020-03-26,52,2020-11-23
2020-03-27,34,2020-11-23
2020-03-28,136,2020-11-23
2020-03-29,143,2020-11-23
2020-03-30,130,2020-11-23
2020-03-31,250,2020-11-23
2020-04-01,117,2020-11-23
2020-04-02,222,2020-11-23
2020-04-03,293,2020-11-23
2020-04-04,837,2020-11-23
2020-04-05,445,2020-11-23
2020-04-06,650,2020-11-23
2020-04-07,1043,2020-11-23
2020-04-08,1085,2020-11-23
2020-04-09,819,2020-11-23
2020-04-10,1040,2020-11-23
2020-04-11,1408,2020-11-23
2020-04-12,745,2020-11-23
2020-04-13,1296,2020-11-23
2020-04-14,1056,2020-11-23
2020-04-15,1401,2020-11-23
2020-04-16,1341,2020-11-23
2020-04-17,1129,2020-11-23
2020-04-18,1427,2020-11-23
2020-04-19,1094,2020-11-23
2020-04-20,2059,2020-11-23
2020-04-21,2195,2020-11-23
2020-04-22,2124,2020-11-23
2020-04-23,2079,2020-11-23
2020-04-24,2242,2020-11-23
2020-04-25,2399,2020-11-23
2020-04-26,1423,2020-11-23
2020-04-27,3401,2020-11-23
2020-04-28,3372,2020-11-23
2020-04-29,4241,2020-11-23
2020-04-30,3375,2020-11-23
2020-05-01,2629,2020-11-23
2020-05-02,3377,2020-11-23
2020-05-03,1923,2020-11-23
2020-05-04,3998,2020-11-23
2020-05-05,3985,2020-11-23
2020-05-06,3639,2020-11-23
2020-05-07,3614,2020-11-23
2020-05-08,3301,2020-11-23
2020-05-09,2472,2020-11-23
2020-05-10,936,2020-11-23
2020-05-11,3602,2020-11-23
2020-05-12,4351,2020-11-23
2020-05-13,4449,2020-11-23
2020-05-14,3739,2020-11-23
2020-05-15,4313,2020-11-23
2020-05-16,4133,2020-11-23
2020-05-17,1787,2020-11-23
2020-05-18,5133,2020-11-23
2020-05-19,5203,2020-11-23
2020-05-20,5299,2020-11-23
2020-05-21,5526,2020-11-23
2020-05-22,6109,2020-11-23
2020-05-23,5412,2020-11-23
2020-05-24,1794,2020-11-23
2020-05-25,6981,2020-11-23
2020-05-26,7006,2020-11-23
2020-05-27,7376,2020-11-23
2020-05-28,6462,2020-11-23
2020-05-29,5757,2020-11-23
2020-05-30,4630,2020-11-23
2020-05-31,2268,2020-11-23
2020-06-01,4284,2020-11-23
2020-06-02,3824,2020-11-23
2020-06-03,2660,2020-11-23
2020-06-04,4115,2020-11-23
2020-06-05,5036,2020-11-23
2020-06-06,4798,2020-11-23
2020-06-07,2649,2020-11-23
2020-06-08,4779,2020-11-23
2020-06-09,5356,2020-11-23
2020-06-10,5767,2020-11-23
2020-06-11,7258,2020-11-23
2020-06-12,4719,2020-11-23
2020-06-13,4519,2020-11-23
2020-06-14,2457,2020-11-23
2020-06-15,4428,2020-11-23
2020-06-16,3457,2020-11-23
2020-06-17,4003,2020-11-23
2020-06-18,3503,2020-11-23
2020-06-19,3606,2020-11-23
2020-06-20,3600,2020-11-23
2020-06-21,1472,2020-11-23
2020-06-22,4432,2020-11-23
2020-06-23,3851,2020-11-23
2020-06-24,4229,2020-11-23
2020-06-25,4282,2020-11-23
2020-06-26,4509,2020-11-23
2020-06-27,3651,2020-11-23
2020-06-28,1626,2020-11-23
2020-06-29,2789,2020-11-23
2020-06-30,3943,2020-11-23
2020-07-01,3805,2020-11-23
2020-07-02,3563,2020-11-23
2020-07-03,4080,2020-11-23
2020-07-04,3617,2020-11-23
2020-07-05,2355,2020-11-23
2020-07-06,3918,2020-11-23
2020-07-07,4260,2020-11-23
2020-07-08,2780,2020-11-23
2020-07-09,2650,2020-11-23
2020-07-10,5130,2020-11-23
2020-07-11,4387,2020-11-23
2020-07-12,2444,2020-11-23
2020-07-13,3299,2020-11-23
2020-07-14,4370,2020-11-23
2020-07-15,4619,2020-11-23
2020-07-16,4721,2020-11-23
2020-07-17,5376,2020-11-23
2020-07-18,5292,2020-11-23
2020-07-19,2388,2020-11-23
2020-07-20,4218,2020-11-23
2020-07-21,5233,2020-11-23
2020-07-22,6292,2020-11-23
2020-07-23,5815,2020-11-23
2020-07-24,6198,2020-11-23
2020-07-25,5841,2020-11-23
2020-07-26,3002,2020-11-23
2020-07-27,7322,2020-11-23
2020-07-28,3132,2020-11-23
2020-07-29,6878,2020-11-23
2020-07-30,7589,2020-11-23
2020-07-31,8041,2020-11-23
2020-08-01,7059,2020-11-23
2020-08-02,3363,2020-11-23
2020-08-03,8209,2020-11-23
2020-08-04,8126,2020-11-23
2020-08-05,7876,2020-11-23
2020-08-06,9062,2020-11-23
2020-08-07,7939,2020-11-23
2020-08-08,7167,2020-11-23
2020-08-09,3693,2020-11-23
2020-08-10,8572,2020-11-23
2020-08-11,9363,2020-11-23
2020-08-12,9741,2020-11-23
2020-08-13,9611,2020-11-23
2020-08-14,10449,2020-11-23
2020-08-15,9433,2020-11-23
2020-08-16,3864,2020-11-23
2020-08-17,9686,2020-11-23
2020-08-18,9338,2020-11-23
2020-08-19,9778,2020-11-23
2020-08-20,10422,2020-11-23
2020-08-21,8922,2020-11-23
2020-08-22,7634,2020-11-23
2020-08-23,2015,2020-11-23
2020-08-24,8631,2020-11-23
2020-08-25,11131,2020-11-23
2020-08-26,8528,2020-11-23
2020-08-27,8000,2020-11-23
2020-08-28,9126,2020-11-23
2020-08-29,6459,2020-11-23
2020-08-30,2348,2020-11-23
2020-08-31,6458,2020-11-23
2020-09-01,6361,2020-11-23
2020-09-02,6472,2020-11-23
2020-09-03,3758,2020-11-23
2020-09-04,10058,2020-11-23
2020-09-05,4041,2020-11-23
2020-09-06,1876,2020-11-23
2020-09-07,6332,2020-11-23
2020-09-08,6823,2020-11-23
2020-09-09,6502,2020-11-23
2020-09-10,3889,2020-11-23
2020-09-11,10757,2020-11-23
2020-09-12,5768,2020-11-23
2020-09-13,2025,2020-11-23
2020-09-14,6060,2020-11-23
2020-09-15,5566,2020-11-23
2020-09-16,5658,2020-11-23
2020-09-17,6549,2020-11-23
2020-09-18,6376,2020-11-23
2020-09-19,5387,2020-11-23
2020-09-20,1733,2020-11-23
2020-09-21,5205,2020-11-23
2020-09-22,6222,2020-11-23
2020-09-23,5991,2020-11-23
2020-09-24,5852,2020-11-23
2020-09-25,5713,2020-11-23
2020-09-26,4908,2020-11-23
2020-09-27,1901,2020-11-23
2020-09-28,2381,2020-11-23
2020-09-29,2832,2020-11-23
2020-09-30,3040,2020-11-23
2020-10-01,2745,2020-11-23
2020-10-02,3198,2020-11-23
2020-10-03,2451,2020-11-23
2020-10-04,1189,2020-11-23
2020-10-05,2537,2020-11-23
2020-10-06,2769,2020-11-23
2020-10-07,3017,2020-11-23
2020-10-08,3196,2020-11-23
2020-10-09,3589,2020-11-23
2020-10-10,2498,2020-11-23
2020-10-11,1338,2020-11-23
2020-10-12,3247,2020-11-23
2020-10-13,3715,2020-11-23
2020-10-14,3035,2020-11-23
2020-10-15,2917,2020-11-23
2020-10-16,3741,2020-11-23
2020-10-17,2342,2020-11-23
2020-10-18,1232,2020-11-23
2020-10-19,2739,2020-11-23
2020-10-20,2982,2020-11-23
2020-10-21,3086,2020-11-23
2020-10-22,2650,2020-11-23
2020-10-23,2735,2020-11-23
2020-10-24,2030,2020-11-23
2020-10-25,956,2020-11-23
2020-10-26,2299,2020-11-23
2020-10-27,2431,2020-11-23
2020-10-28,2019,2020-11-23
2020-10-29,2392,2020-11-23
2020-10-30,2292,2020-11-23
2020-10-31,2085,2020-11-23
2020-11-01,835,2020-11-23
2020-11-02,1932,2020-11-23
2020-11-03,2146,2020-11-23
2020-11-04,2236,2020-11-23
2020-11-05,1955,2020-11-23
2020-11-07,1514,2020-11-23
2020-11-08,917,2020-11-23
2020-11-09,1920,2020-11-23
2020-11-10,1915,2020-11-23
2020-11-11,1780,2020-11-23
2020-11-12,1780,2020-11-23
2020-11-13,1880,2020-11-23
2020-11-14,1290,2020-11-23
2020-11-15,808,2020-11-23
2020-11-16,1389,2020-11-23
2020-11-17,1602,2020-11-23
2020-11-18,1334,2020-11-23
2020-11-19,1445,2020-11-23
2020-11-20,816,2020-11-23
